Id de empleado,Fecha y hora de interacción,Id del caso,Tipo de interacci�n,Id de cliente,Cola,Tipo de cliente,Duraci�n
EMP0029,1/24/2025 10:26,CASE045959,chat,CL47183,pre-venta,comprador,873
EMP0269,2/5/2025 15:24,CASE045960,chat,CL62754,reclamos,vendedor,554
EMP0137,3/9/2025 04:11,CASE045961,chat,CL58454,pre-venta,vendedor,619
EMP0003,2/18/2025 01:45,CASE045962,chat,CL82289,reclamos,vendedor,501
EMP0059,3/8/2025 10:03,CASE045963,chat,CL64157,pre-venta,comprador,553
EMP0004,2/6/2025 12:31,CASE045964,chat,CL25806,reclamos,comprador,566
EMP0114,3/23/2025 11:15,CASE045965,chat,CL72840,post-venta,vendedor,547
EMP0166,2/7/2025 06:46,CASE045966,chat,CL31718,pre-venta,comprador,741
EMP0048,2/8/2025 09:08,CASE045967,chat,CL82448,pre-venta,vendedor,374
EMP0076,2/23/2025 16:39,CASE045968,teléfono,CL96254,reclamos,vendedor,603
EMP0101,1/20/2025 20:44,CASE045969,chat,CL50509,reclamos,vendedor,593
EMP0190,2/15/2025 02:07,CASE045970,chat,CL70623,post-venta,comprador,543
EMP0186,3/6/2025 04:22,CASE045971,teléfono,CL95750,post-venta,comprador,698
EMP0204,1/24/2025 19:05,CASE045972,chat,CL13645,pre-venta,comprador,695
EMP0127,3/24/2025 16:47,CASE045973,chat,CL41631,post-venta,vendedor,605
EMP0126,3/6/2025 21:50,CASE045974,chat,CL47918,post-venta,vendedor,637
EMP0042,1/12/2025 17:39,CASE045975,chat,CL45942,reclamos,vendedor,594
EMP0220,3/21/2025 04:09,CASE045976,chat,CL65201,post-venta,comprador,674
EMP0111,1/6/2025 19:26,CASE045977,teléfono,CL93587,post-venta,vendedor,788
EMP0241,3/15/2025 04:24,CASE045978,teléfono,CL38389,post-venta,comprador,727
EMP0218,3/4/2025 12:39,CASE045979,teléfono,CL38864,reclamos,vendedor,868
EMP0059,2/26/2025 22:48,CASE045980,teléfono,CL34092,post-venta,vendedor,700
EMP0151,1/6/2025 10:33,CASE045981,chat,CL47623,pre-venta,vendedor,379
EMP0044,3/26/2025 22:31,CASE045982,chat,CL59616,reclamos,vendedor,677
EMP0105,2/20/2025 07:16,CASE045983,teléfono,CL56361,post-venta,vendedor,511
EMP0230,3/10/2025 01:12,CASE045984,chat,CL95001,post-venta,comprador,757
EMP0131,1/29/2025 03:04,CASE045985,teléfono,CL97838,pre-venta,vendedor,567
EMP0075,3/21/2025 12:18,CASE045986,chat,CL64147,reclamos,vendedor,440
EMP0086,1/3/2025 02:40,CASE045987,chat,CL79253,pre-venta,vendedor,640
EMP0271,3/28/2025 01:26,CASE045988,teléfono,CL47361,post-venta,vendedor,566
EMP0062,1/21/2025 02:14,CASE045989,teléfono,CL18527,reclamos,vendedor,650
EMP0290,1/14/2025 14:44,CASE045990,teléfono,CL53802,pre-venta,vendedor,642
EMP0160,3/22/2025 12:51,CASE045991,teléfono,CL48887,pre-venta,vendedor,643
EMP0192,3/2/2025 20:07,CASE045992,chat,CL63846,reclamos,vendedor,644
EMP0259,2/8/2025 09:48,CASE045993,teléfono,CL36305,reclamos,comprador,704
EMP0202,2/16/2025 16:59,CASE045994,teléfono,CL53633,reclamos,comprador,621
EMP0248,1/27/2025 17:21,CASE045995,teléfono,CL25871,reclamos,vendedor,585
EMP0214,3/6/2025 09:51,CASE045996,teléfono,CL71019,pre-venta,vendedor,569
EMP0238,3/28/2025 02:42,CASE045997,teléfono,CL50974,reclamos,comprador,557
EMP0253,2/16/2025 23:18,CASE045998,teléfono,CL74891,reclamos,comprador,567
EMP0043,1/27/2025 18:43,CASE045999,chat,CL36740,reclamos,vendedor,703
EMP0065,3/11/2025 04:36,CASE046000,teléfono,CL51101,pre-venta,vendedor,759
EMP0083,1/14/2025 07:30,CASE046001,teléfono,CL18910,reclamos,vendedor,695
EMP0028,1/10/2025 00:07,CASE046002,teléfono,CL77459,post-venta,comprador,637
EMP0272,3/5/2025 10:50,CASE046003,chat,CL58031,pre-venta,vendedor,611
EMP0050,1/23/2025 11:22,CASE046004,chat,CL24185,post-venta,comprador,628
EMP0169,2/17/2025 21:39,CASE046005,teléfono,CL75496,post-venta,vendedor,630
EMP0032,2/5/2025 22:48,CASE046006,teléfono,CL61889,post-venta,vendedor,529
EMP0065,1/12/2025 17:05,CASE046007,chat,CL84564,reclamos,comprador,514
EMP0066,1/27/2025 17:56,CASE046008,chat,CL98423,pre-venta,comprador,610
EMP0113,2/25/2025 19:09,CASE046009,teléfono,CL60673,reclamos,vendedor,497
EMP0159,3/28/2025 20:02,CASE046010,teléfono,CL57051,reclamos,vendedor,505
EMP0146,3/4/2025 06:28,CASE046011,teléfono,CL84228,pre-venta,comprador,519
EMP0145,3/14/2025 13:13,CASE046012,chat,CL57307,reclamos,comprador,742
EMP0112,3/25/2025 13:55,CASE046013,chat,CL86010,reclamos,comprador,779
EMP0264,2/6/2025 16:49,CASE046014,teléfono,CL63528,reclamos,vendedor,600
EMP0266,2/10/2025 01:14,CASE046015,teléfono,CL52887,post-venta,vendedor,607
EMP0188,2/8/2025 01:44,CASE046016,teléfono,CL63980,reclamos,vendedor,686
EMP0055,2/24/2025 13:49,CASE046017,chat,CL11652,pre-venta,comprador,492
EMP0060,2/23/2025 06:45,CASE046018,chat,CL15475,post-venta,comprador,614
EMP0235,1/10/2025 13:42,CASE046019,chat,CL93960,reclamos,vendedor,838
EMP0080,1/27/2025 19:57,CASE046020,teléfono,CL39971,reclamos,vendedor,592
EMP0239,2/6/2025 02:02,CASE046021,teléfono,CL38695,reclamos,vendedor,587
EMP0239,2/25/2025 11:26,CASE046022,chat,CL68681,post-venta,comprador,590
EMP0112,3/7/2025 13:02,CASE046023,teléfono,CL51258,reclamos,vendedor,571
EMP0005,3/20/2025 05:22,CASE046024,chat,CL30112,reclamos,vendedor,651
EMP0217,2/23/2025 09:18,CASE046025,chat,CL33899,reclamos,comprador,636
EMP0243,1/26/2025 09:16,CASE046026,teléfono,CL84628,pre-venta,vendedor,354
EMP0076,2/16/2025 01:57,CASE046027,chat,CL61794,reclamos,comprador,669
EMP0164,2/9/2025 06:10,CASE046028,chat,CL45657,reclamos,vendedor,484
EMP0244,1/13/2025 19:29,CASE046029,chat,CL77611,post-venta,comprador,680
EMP0237,3/24/2025 23:42,CASE046030,chat,CL43592,pre-venta,comprador,604
EMP0083,3/23/2025 05:42,CASE046031,chat,CL93548,reclamos,comprador,616
EMP0024,1/11/2025 23:38,CASE046032,chat,CL28307,pre-venta,vendedor,625
EMP0075,1/1/2025 09:02,CASE046033,teléfono,CL21570,reclamos,vendedor,535
EMP0194,3/16/2025 10:12,CASE046034,teléfono,CL11140,pre-venta,comprador,528
EMP0142,2/15/2025 02:53,CASE046035,teléfono,CL83918,pre-venta,comprador,689
EMP0040,2/26/2025 13:28,CASE046036,teléfono,CL30939,reclamos,vendedor,537
EMP0239,3/8/2025 14:51,CASE046037,chat,CL34118,reclamos,vendedor,473
EMP0252,3/10/2025 21:04,CASE046038,teléfono,CL26761,reclamos,comprador,657
EMP0106,2/15/2025 18:30,CASE046039,teléfono,CL52738,post-venta,vendedor,652
EMP0078,1/22/2025 03:24,CASE046040,teléfono,CL22134,pre-venta,vendedor,595
EMP0238,2/6/2025 10:26,CASE046041,teléfono,CL44808,pre-venta,comprador,626
EMP0129,3/11/2025 02:53,CASE046042,teléfono,CL54369,reclamos,comprador,613
EMP0023,1/25/2025 04:16,CASE046043,chat,CL56285,pre-venta,comprador,673
EMP0257,2/22/2025 15:19,CASE046044,chat,CL72908,pre-venta,vendedor,700
EMP0044,3/18/2025 11:25,CASE046045,teléfono,CL87053,pre-venta,comprador,662
EMP0175,2/20/2025 17:48,CASE046046,chat,CL93086,reclamos,comprador,707
EMP0028,1/12/2025 01:09,CASE046047,teléfono,CL58269,pre-venta,vendedor,794
EMP0127,2/9/2025 03:16,CASE046048,chat,CL35947,pre-venta,vendedor,655
EMP0122,3/30/2025 22:52,CASE046049,teléfono,CL69396,post-venta,comprador,593
EMP0087,1/8/2025 10:00,CASE046050,chat,CL94039,post-venta,vendedor,412
EMP0028,1/9/2025 18:17,CASE046051,chat,CL27099,pre-venta,vendedor,443
EMP0148,2/21/2025 12:33,CASE046052,teléfono,CL40127,post-venta,vendedor,644
EMP0180,3/5/2025 15:08,CASE046053,chat,CL73527,post-venta,comprador,569
EMP0017,2/23/2025 08:34,CASE046054,chat,CL61969,pre-venta,comprador,541
EMP0192,3/26/2025 01:03,CASE046055,teléfono,CL64160,pre-venta,comprador,668
EMP0133,2/24/2025 16:15,CASE046056,chat,CL15907,pre-venta,vendedor,685
EMP0188,2/4/2025 06:49,CASE046057,teléfono,CL45784,post-venta,comprador,640
EMP0185,1/31/2025 09:24,CASE046058,chat,CL19186,pre-venta,vendedor,552
EMP0197,1/12/2025 14:16,CASE046059,teléfono,CL47321,reclamos,vendedor,836
EMP0050,3/9/2025 14:17,CASE046060,teléfono,CL28864,pre-venta,comprador,590
EMP0129,3/14/2025 01:19,CASE046061,teléfono,CL66314,pre-venta,vendedor,710
EMP0013,3/22/2025 05:45,CASE046062,chat,CL50224,post-venta,vendedor,573
EMP0135,2/1/2025 00:35,CASE046063,chat,CL38049,pre-venta,vendedor,474
EMP0223,2/2/2025 17:53,CASE046064,teléfono,CL17525,post-venta,comprador,609
EMP0160,2/7/2025 19:04,CASE046065,teléfono,CL34233,post-venta,vendedor,899
EMP0194,1/13/2025 21:17,CASE046066,chat,CL91110,reclamos,vendedor,717
EMP0299,2/1/2025 04:59,CASE046067,teléfono,CL71848,pre-venta,vendedor,588
EMP0239,1/20/2025 04:06,CASE046068,chat,CL16060,pre-venta,vendedor,668
EMP0165,3/7/2025 00:40,CASE046069,chat,CL81450,reclamos,comprador,561
EMP0068,1/12/2025 22:43,CASE046070,teléfono,CL20155,post-venta,comprador,683
EMP0254,2/4/2025 03:33,CASE046071,teléfono,CL38924,reclamos,vendedor,833
EMP0205,3/15/2025 14:32,CASE046072,chat,CL73791,post-venta,vendedor,536
EMP0192,2/4/2025 01:21,CASE046073,teléfono,CL30349,reclamos,vendedor,632
EMP0260,3/30/2025 21:28,CASE046074,teléfono,CL33453,reclamos,comprador,646
EMP0236,1/23/2025 15:09,CASE046075,chat,CL87376,post-venta,comprador,554
EMP0054,3/13/2025 14:47,CASE046076,teléfono,CL83343,reclamos,vendedor,548
EMP0286,1/13/2025 01:45,CASE046077,chat,CL28709,pre-venta,comprador,621
EMP0240,1/13/2025 08:43,CASE046078,teléfono,CL25972,post-venta,comprador,523
EMP0017,3/15/2025 13:22,CASE046079,chat,CL12115,pre-venta,comprador,723
EMP0208,1/6/2025 04:54,CASE046080,chat,CL91255,pre-venta,comprador,580
EMP0175,1/2/2025 09:54,CASE046081,teléfono,CL36255,reclamos,comprador,585
EMP0219,1/23/2025 17:51,CASE046082,teléfono,CL57409,pre-venta,comprador,487
EMP0013,2/22/2025 18:38,CASE046083,teléfono,CL93672,post-venta,comprador,501
EMP0219,1/9/2025 05:52,CASE046084,chat,CL29477,post-venta,comprador,542
EMP0023,1/9/2025 02:44,CASE046085,chat,CL50815,reclamos,vendedor,542
EMP0260,2/7/2025 22:55,CASE046086,chat,CL97972,pre-venta,comprador,477
EMP0274,1/26/2025 21:06,CASE046087,chat,CL34928,reclamos,vendedor,701
EMP0291,3/19/2025 08:46,CASE046088,chat,CL89444,reclamos,vendedor,772
EMP0099,3/19/2025 21:40,CASE046089,chat,CL30031,post-venta,comprador,581
EMP0075,3/8/2025 16:47,CASE046090,chat,CL31783,pre-venta,vendedor,492
EMP0204,2/10/2025 18:18,CASE046091,chat,CL89607,pre-venta,comprador,500
EMP0272,2/11/2025 06:00,CASE046092,teléfono,CL93618,pre-venta,vendedor,626
EMP0268,1/21/2025 05:25,CASE046093,teléfono,CL58402,reclamos,comprador,612
EMP0072,1/10/2025 10:31,CASE046094,chat,CL14317,pre-venta,comprador,413
EMP0065,3/11/2025 08:55,CASE046095,teléfono,CL21396,pre-venta,comprador,348
EMP0071,1/17/2025 23:01,CASE046096,teléfono,CL98304,reclamos,vendedor,611
EMP0043,2/10/2025 13:15,CASE046097,teléfono,CL97431,reclamos,comprador,688
EMP0039,1/10/2025 04:47,CASE046098,chat,CL50057,pre-venta,comprador,744
EMP0142,1/4/2025 10:19,CASE046099,chat,CL84418,reclamos,comprador,526
EMP0290,2/5/2025 10:27,CASE046100,chat,CL61658,reclamos,comprador,736
EMP0236,2/24/2025 11:10,CASE046101,teléfono,CL27443,reclamos,comprador,570
EMP0282,2/8/2025 20:47,CASE046102,chat,CL83006,reclamos,comprador,460
EMP0036,2/28/2025 17:36,CASE046103,chat,CL44118,reclamos,comprador,818
EMP0162,1/20/2025 05:57,CASE046104,teléfono,CL13352,reclamos,vendedor,406
EMP0153,2/27/2025 16:49,CASE046105,teléfono,CL70406,post-venta,vendedor,580
EMP0024,1/9/2025 19:54,CASE046106,teléfono,CL66690,post-venta,comprador,523
EMP0108,3/3/2025 22:12,CASE046107,teléfono,CL98718,pre-venta,vendedor,646
EMP0007,1/18/2025 18:01,CASE046108,teléfono,CL94726,pre-venta,vendedor,714
EMP0153,1/5/2025 16:08,CASE046109,teléfono,CL97505,post-venta,comprador,383
EMP0093,1/27/2025 20:02,CASE046110,teléfono,CL87548,reclamos,comprador,525
EMP0287,2/15/2025 06:24,CASE046111,teléfono,CL53046,post-venta,vendedor,714
EMP0162,2/7/2025 23:11,CASE046112,chat,CL35970,post-venta,comprador,498
EMP0125,1/17/2025 20:35,CASE046113,teléfono,CL89096,reclamos,comprador,415
EMP0262,1/24/2025 22:53,CASE046114,chat,CL17134,post-venta,vendedor,548
EMP0013,1/2/2025 04:09,CASE046115,chat,CL81535,pre-venta,comprador,528
EMP0250,3/13/2025 13:08,CASE046116,teléfono,CL71320,pre-venta,vendedor,695
EMP0168,3/17/2025 13:17,CASE046117,teléfono,CL80581,pre-venta,comprador,609
EMP0141,2/27/2025 17:32,CASE046118,chat,CL37842,pre-venta,comprador,513
EMP0106,3/6/2025 16:58,CASE046119,teléfono,CL96406,post-venta,vendedor,716
EMP0237,1/5/2025 16:28,CASE046120,chat,CL96018,pre-venta,vendedor,600
EMP0184,1/1/2025 11:58,CASE046121,teléfono,CL48542,pre-venta,vendedor,435
EMP0300,1/26/2025 00:44,CASE046122,chat,CL75382,post-venta,vendedor,521
EMP0220,1/18/2025 13:38,CASE046123,chat,CL62805,reclamos,comprador,539
EMP0177,1/14/2025 21:06,CASE046124,teléfono,CL70018,pre-venta,comprador,837
EMP0037,2/25/2025 08:56,CASE046125,teléfono,CL91749,post-venta,vendedor,579
EMP0018,1/8/2025 18:58,CASE046126,teléfono,CL13151,post-venta,comprador,446
EMP0258,3/14/2025 20:46,CASE046127,teléfono,CL16592,reclamos,comprador,582
EMP0235,3/26/2025 14:05,CASE046128,chat,CL67449,post-venta,vendedor,683
EMP0197,2/3/2025 08:42,CASE046129,teléfono,CL76293,pre-venta,vendedor,591
EMP0012,1/14/2025 23:56,CASE046130,teléfono,CL30424,reclamos,comprador,730
EMP0016,1/20/2025 14:49,CASE046131,chat,CL50724,reclamos,vendedor,691
EMP0222,1/19/2025 20:17,CASE046132,chat,CL49773,pre-venta,vendedor,682
EMP0274,3/29/2025 14:57,CASE046133,chat,CL62329,pre-venta,comprador,681
EMP0027,1/9/2025 14:00,CASE046134,chat,CL66484,pre-venta,vendedor,753
EMP0248,2/19/2025 00:08,CASE046135,teléfono,CL61397,post-venta,vendedor,729
EMP0219,3/10/2025 21:46,CASE046136,chat,CL59451,reclamos,comprador,468
EMP0011,3/29/2025 16:24,CASE046137,teléfono,CL89634,pre-venta,comprador,470
EMP0066,3/24/2025 20:35,CASE046138,teléfono,CL50449,post-venta,comprador,671
EMP0025,2/27/2025 07:14,CASE046139,chat,CL83663,reclamos,comprador,492
EMP0289,1/2/2025 11:53,CASE046140,chat,CL39095,reclamos,vendedor,467
EMP0291,3/1/2025 13:26,CASE046141,teléfono,CL66548,post-venta,comprador,706
EMP0216,2/12/2025 12:06,CASE046142,teléfono,CL99690,post-venta,comprador,549
EMP0249,3/8/2025 07:43,CASE046143,teléfono,CL10638,post-venta,comprador,686
EMP0115,2/27/2025 12:08,CASE046144,teléfono,CL99129,reclamos,vendedor,672
EMP0153,3/10/2025 07:22,CASE046145,teléfono,CL84064,post-venta,comprador,603
EMP0181,1/24/2025 04:06,CASE046146,chat,CL93071,reclamos,comprador,704
EMP0189,1/24/2025 04:00,CASE046147,chat,CL50540,pre-venta,comprador,660
EMP0162,1/14/2025 01:34,CASE046148,chat,CL37572,reclamos,comprador,704
EMP0143,1/9/2025 00:25,CASE046149,teléfono,CL77900,reclamos,vendedor,434
EMP0156,1/9/2025 01:30,CASE046150,teléfono,CL63539,post-venta,vendedor,580
EMP0022,1/10/2025 06:51,CASE046151,chat,CL76264,reclamos,vendedor,433
EMP0008,1/10/2025 16:35,CASE046152,chat,CL30810,post-venta,comprador,560
EMP0152,1/17/2025 05:40,CASE046153,teléfono,CL99427,post-venta,vendedor,479
EMP0268,2/16/2025 20:34,CASE046154,chat,CL56659,reclamos,comprador,481
EMP0152,3/5/2025 21:05,CASE046155,chat,CL12149,reclamos,comprador,605
EMP0129,1/11/2025 18:28,CASE046156,chat,CL79386,pre-venta,vendedor,793
EMP0156,2/6/2025 00:12,CASE046157,teléfono,CL52857,post-venta,comprador,640
EMP0136,3/12/2025 04:45,CASE046158,teléfono,CL53960,reclamos,vendedor,631
EMP0259,3/22/2025 22:16,CASE046159,teléfono,CL85927,pre-venta,comprador,429
EMP0081,1/28/2025 02:46,CASE046160,chat,CL33693,post-venta,comprador,805
EMP0116,2/5/2025 06:56,CASE046161,teléfono,CL53803,post-venta,vendedor,625
EMP0115,2/10/2025 14:55,CASE046162,chat,CL92996,pre-venta,vendedor,733
EMP0105,1/4/2025 21:15,CASE046163,chat,CL65990,pre-venta,comprador,547
EMP0034,2/4/2025 04:44,CASE046164,chat,CL31648,reclamos,comprador,679
EMP0148,3/15/2025 15:47,CASE046165,teléfono,CL84824,post-venta,vendedor,430
EMP0147,1/17/2025 02:47,CASE046166,chat,CL72485,pre-venta,vendedor,638
EMP0112,1/16/2025 03:37,CASE046167,chat,CL34164,post-venta,comprador,688
EMP0118,2/22/2025 04:28,CASE046168,teléfono,CL59414,post-venta,comprador,801
EMP0226,2/12/2025 15:56,CASE046169,chat,CL59849,post-venta,vendedor,844
EMP0059,2/26/2025 14:51,CASE046170,teléfono,CL84129,pre-venta,vendedor,698
EMP0201,3/30/2025 06:08,CASE046171,chat,CL29181,post-venta,comprador,457
EMP0166,2/10/2025 21:19,CASE046172,teléfono,CL37618,pre-venta,vendedor,542
EMP0156,2/9/2025 00:40,CASE046173,teléfono,CL28710,reclamos,vendedor,544
EMP0299,3/24/2025 01:02,CASE046174,teléfono,CL52912,pre-venta,comprador,746
EMP0109,3/12/2025 14:36,CASE046175,chat,CL68710,pre-venta,vendedor,598
EMP0014,1/22/2025 11:24,CASE046176,chat,CL30819,pre-venta,vendedor,635
EMP0026,1/18/2025 08:50,CASE046177,chat,CL73942,pre-venta,vendedor,843
EMP0153,1/5/2025 12:14,CASE046178,chat,CL42118,pre-venta,comprador,586
EMP0223,2/5/2025 18:21,CASE046179,chat,CL92838,pre-venta,vendedor,478
EMP0185,3/29/2025 07:46,CASE046180,chat,CL49868,post-venta,vendedor,663
EMP0125,2/12/2025 05:09,CASE046181,chat,CL64115,reclamos,vendedor,491
EMP0154,2/6/2025 13:38,CASE046182,teléfono,CL80817,pre-venta,comprador,508
EMP0194,1/11/2025 06:46,CASE046183,chat,CL89395,post-venta,comprador,597
EMP0070,1/31/2025 04:48,CASE046184,chat,CL31711,post-venta,comprador,867
EMP0064,1/1/2025 16:08,CASE046185,teléfono,CL72072,pre-venta,comprador,562
EMP0162,3/3/2025 22:53,CASE046186,teléfono,CL17189,post-venta,comprador,675
EMP0105,3/15/2025 09:21,CASE046187,teléfono,CL99394,pre-venta,vendedor,572
EMP0232,3/5/2025 18:23,CASE046188,chat,CL45452,reclamos,comprador,619
EMP0182,2/28/2025 13:51,CASE046189,teléfono,CL71279,pre-venta,comprador,766
EMP0188,2/28/2025 05:25,CASE046190,chat,CL33178,post-venta,vendedor,689
EMP0131,3/9/2025 11:37,CASE046191,chat,CL35223,reclamos,comprador,604
EMP0246,1/18/2025 04:06,CASE046192,chat,CL98076,reclamos,vendedor,568
EMP0291,2/15/2025 11:41,CASE046193,chat,CL99120,reclamos,comprador,782
EMP0100,3/4/2025 16:49,CASE046194,chat,CL41583,reclamos,vendedor,811
EMP0264,1/14/2025 20:58,CASE046195,chat,CL43202,reclamos,comprador,610
EMP0093,1/17/2025 01:23,CASE046196,teléfono,CL93628,pre-venta,vendedor,706
EMP0074,1/29/2025 19:12,CASE046197,chat,CL42952,pre-venta,vendedor,732
EMP0289,2/6/2025 13:26,CASE046198,chat,CL66416,post-venta,vendedor,513
EMP0067,2/19/2025 15:35,CASE046199,teléfono,CL64550,post-venta,vendedor,579
EMP0218,2/2/2025 09:46,CASE046200,chat,CL62134,post-venta,comprador,689
EMP0083,1/7/2025 21:24,CASE046201,teléfono,CL23809,reclamos,comprador,635
EMP0231,2/16/2025 15:15,CASE046202,teléfono,CL16025,post-venta,vendedor,526
EMP0234,2/22/2025 17:09,CASE046203,chat,CL56325,post-venta,vendedor,528
EMP0103,1/26/2025 12:04,CASE046204,teléfono,CL23124,reclamos,comprador,696
EMP0214,2/16/2025 20:35,CASE046205,teléfono,CL49093,post-venta,vendedor,488
EMP0154,1/18/2025 01:52,CASE046206,chat,CL88577,pre-venta,comprador,556
EMP0161,1/1/2025 20:05,CASE046207,teléfono,CL60637,pre-venta,vendedor,501
EMP0028,3/30/2025 04:08,CASE046208,teléfono,CL21394,reclamos,comprador,663
EMP0181,1/28/2025 12:28,CASE046209,chat,CL81676,post-venta,comprador,739
EMP0061,1/22/2025 21:05,CASE046210,chat,CL16317,reclamos,vendedor,300
EMP0170,2/18/2025 06:59,CASE046211,teléfono,CL59601,reclamos,comprador,474
EMP0195,1/1/2025 04:16,CASE046212,teléfono,CL77266,post-venta,vendedor,558
EMP0256,3/20/2025 09:23,CASE046213,chat,CL61885,post-venta,comprador,707
EMP0093,3/4/2025 11:10,CASE046214,chat,CL32125,reclamos,vendedor,430
EMP0287,2/14/2025 19:58,CASE046215,teléfono,CL75818,post-venta,comprador,689
EMP0271,2/25/2025 08:29,CASE046216,teléfono,CL81945,pre-venta,vendedor,776
EMP0107,2/16/2025 13:12,CASE046217,chat,CL60608,reclamos,vendedor,611
EMP0244,1/31/2025 02:00,CASE046218,chat,CL78151,pre-venta,comprador,647
EMP0098,2/28/2025 15:42,CASE046219,chat,CL78390,pre-venta,comprador,593
EMP0298,2/17/2025 15:33,CASE046220,chat,CL71718,pre-venta,comprador,414
EMP0104,2/22/2025 03:53,CASE046221,teléfono,CL90750,reclamos,vendedor,541
EMP0185,1/27/2025 20:50,CASE046222,chat,CL32204,pre-venta,comprador,712
EMP0014,1/29/2025 23:15,CASE046223,teléfono,CL45630,post-venta,vendedor,700
EMP0084,3/15/2025 06:46,CASE046224,chat,CL42844,reclamos,comprador,683
EMP0099,2/4/2025 06:38,CASE046225,chat,CL89176,reclamos,comprador,581
EMP0065,2/16/2025 21:34,CASE046226,teléfono,CL43399,reclamos,vendedor,679
EMP0016,1/8/2025 14:18,CASE046227,chat,CL12491,post-venta,vendedor,606
EMP0208,3/9/2025 06:02,CASE046228,teléfono,CL42218,pre-venta,comprador,394
EMP0170,2/24/2025 09:24,CASE046229,teléfono,CL99152,reclamos,comprador,493
EMP0153,3/25/2025 10:03,CASE046230,teléfono,CL95198,post-venta,vendedor,524
EMP0048,3/10/2025 13:54,CASE046231,chat,CL98583,pre-venta,comprador,448
EMP0107,1/31/2025 16:08,CASE046232,chat,CL91618,post-venta,comprador,589
EMP0053,2/13/2025 16:34,CASE046233,teléfono,CL57215,reclamos,vendedor,689
EMP0130,3/2/2025 02:32,CASE046234,teléfono,CL20929,reclamos,vendedor,820
EMP0261,1/12/2025 10:06,CASE046235,chat,CL78175,post-venta,comprador,523
EMP0233,2/15/2025 06:30,CASE046236,chat,CL65999,post-venta,vendedor,525
EMP0220,1/8/2025 15:09,CASE046237,teléfono,CL91472,reclamos,vendedor,710
EMP0236,3/28/2025 02:37,CASE046238,chat,CL52468,post-venta,vendedor,522
EMP0109,2/20/2025 00:37,CASE046239,teléfono,CL64668,post-venta,comprador,734
EMP0130,3/3/2025 22:44,CASE046240,chat,CL21361,pre-venta,comprador,602
EMP0097,2/16/2025 15:03,CASE046241,chat,CL40087,pre-venta,vendedor,561
EMP0040,3/11/2025 17:02,CASE046242,chat,CL97453,reclamos,comprador,572
EMP0076,2/8/2025 16:19,CASE046243,teléfono,CL49281,reclamos,comprador,809
EMP0169,2/25/2025 16:38,CASE046244,chat,CL45792,post-venta,comprador,592
EMP0247,3/14/2025 20:58,CASE046245,teléfono,CL16166,reclamos,vendedor,447
EMP0223,3/8/2025 03:54,CASE046246,teléfono,CL83589,pre-venta,vendedor,820
EMP0025,3/8/2025 21:03,CASE046247,teléfono,CL80809,reclamos,comprador,694
EMP0183,1/8/2025 10:46,CASE046248,teléfono,CL39865,reclamos,vendedor,626
EMP0084,3/9/2025 05:24,CASE046249,chat,CL95953,pre-venta,comprador,251
EMP0172,3/3/2025 10:03,CASE046250,teléfono,CL40845,post-venta,vendedor,522
EMP0070,2/16/2025 22:06,CASE046251,chat,CL23303,post-venta,vendedor,590
EMP0123,2/15/2025 12:18,CASE046252,chat,CL81363,reclamos,comprador,442
EMP0144,1/14/2025 12:07,CASE046253,teléfono,CL42450,reclamos,comprador,542
EMP0195,1/22/2025 23:57,CASE046254,teléfono,CL81362,post-venta,vendedor,476
EMP0139,3/27/2025 02:01,CASE046255,teléfono,CL13625,post-venta,comprador,637
EMP0151,1/15/2025 23:49,CASE046256,teléfono,CL25899,reclamos,comprador,700
EMP0238,3/8/2025 11:53,CASE046257,teléfono,CL61778,reclamos,vendedor,692
EMP0103,2/14/2025 12:20,CASE046258,teléfono,CL85930,post-venta,vendedor,691
EMP0072,3/7/2025 05:17,CASE046259,chat,CL34984,post-venta,vendedor,520
EMP0081,3/11/2025 22:20,CASE046260,chat,CL45108,pre-venta,vendedor,806
EMP0159,2/23/2025 23:13,CASE046261,teléfono,CL71461,pre-venta,comprador,632
EMP0232,2/16/2025 06:36,CASE046262,chat,CL65158,pre-venta,vendedor,364
EMP0052,1/20/2025 06:07,CASE046263,teléfono,CL86757,pre-venta,vendedor,667
EMP0060,1/7/2025 21:05,CASE046264,chat,CL18928,reclamos,comprador,502
EMP0063,3/3/2025 00:29,CASE046265,teléfono,CL27723,pre-venta,vendedor,570
EMP0189,3/2/2025 22:36,CASE046266,chat,CL94594,pre-venta,vendedor,631
EMP0086,3/1/2025 13:36,CASE046267,teléfono,CL36671,pre-venta,vendedor,647
EMP0294,2/23/2025 12:21,CASE046268,teléfono,CL74744,post-venta,vendedor,727
EMP0091,1/24/2025 00:43,CASE046269,teléfono,CL74727,pre-venta,vendedor,623
EMP0264,1/26/2025 02:14,CASE046270,chat,CL88966,reclamos,comprador,759
EMP0127,1/6/2025 20:50,CASE046271,chat,CL42466,reclamos,vendedor,550
EMP0128,1/18/2025 17:20,CASE046272,chat,CL92790,reclamos,comprador,729
EMP0283,1/10/2025 18:05,CASE046273,teléfono,CL89943,post-venta,vendedor,445
EMP0290,2/22/2025 02:37,CASE046274,chat,CL82225,reclamos,vendedor,443
EMP0157,1/16/2025 12:16,CASE046275,chat,CL10309,pre-venta,comprador,659
EMP0187,1/8/2025 03:40,CASE046276,chat,CL21935,post-venta,comprador,454
