Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacci�n,Id de cliente,Raz�n del reclamo,Cr�dito otorgado (USD)
EMP0209,1/22/2025 20:10,CASE033425,teléfono,CL94936,Cobro duplicado,44.16
EMP0204,3/11/2025 01:25,CASE007044,chat,CL50760,Producto defectuoso,16.34
EMP0152,3/26/2025 10:47,CASE001745,teléfono,CL75715,Cobro duplicado,42.76
EMP0287,3/24/2025 21:03,CASE038932,chat,CL77660,Error en la facturación,25.25
EMP0239,2/5/2025 01:28,CASE034422,teléfono,CL96143,Producto no recibido,25.42
EMP0164,1/22/2025 03:47,CASE028559,teléfono,CL14337,Incumplimiento de garantía,24.09
EMP0142,3/1/2025 21:49,CASE017919,chat,CL30953,Error en la facturación,46.07
EMP0183,2/1/2025 14:32,CASE040894,chat,CL37779,Cobro duplicado,34.98
EMP0222,2/26/2025 10:12,CASE036970,chat,CL12130,Incumplimiento de garantía,6.29
EMP0264,3/15/2025 08:48,CASE036790,teléfono,CL10101,Error en la facturación,41.52
EMP0130,1/11/2025 01:23,CASE021310,chat,CL65307,Producto no recibido,5.03
EMP0022,3/10/2025 13:08,CASE036570,teléfono,CL99704,Error en la facturación,23.49
EMP0113,2/25/2025 14:51,CASE038256,chat,CL61894,Producto defectuoso,16.86
EMP0198,3/8/2025 12:38,CASE012492,teléfono,CL91345,Producto defectuoso,21.13
EMP0220,3/21/2025 07:59,CASE015710,teléfono,CL36546,Producto defectuoso,43.17
EMP0207,3/13/2025 22:19,CASE037115,chat,CL83906,Producto defectuoso,14.81
EMP0031,2/10/2025 07:09,CASE011329,chat,CL95359,Producto no recibido,13.24
EMP0046,3/25/2025 07:47,CASE041942,teléfono,CL45591,Incumplimiento de garantía,29.65
EMP0182,1/6/2025 15:49,CASE033604,teléfono,CL96680,Cobro duplicado,13.06
EMP0295,2/9/2025 14:55,CASE012685,chat,CL75064,Error en la facturación,36.88
EMP0063,1/24/2025 23:49,CASE040728,chat,CL65847,Error en la facturación,40.97
EMP0176,3/30/2025 09:21,CASE033987,teléfono,CL14618,Producto no recibido,21.6
EMP0046,2/6/2025 17:51,CASE033107,chat,CL42791,Producto no recibido,25.17
EMP0012,2/23/2025 19:11,CASE007586,teléfono,CL97111,Incumplimiento de garantía,26.61
EMP0207,1/26/2025 23:53,CASE008827,teléfono,CL61111,Cobro duplicado,46.56
EMP0110,3/19/2025 12:10,CASE011322,teléfono,CL67918,Producto no recibido,21.11
EMP0067,3/15/2025 06:05,CASE014983,teléfono,CL33214,Incumplimiento de garantía,42.58
EMP0225,1/25/2025 16:11,CASE018567,teléfono,CL70172,Incumplimiento de garantía,46.84
EMP0248,1/1/2025 13:16,CASE028825,chat,CL66112,Incumplimiento de garantía,6.47
EMP0246,2/25/2025 21:19,CASE035140,chat,CL84412,Producto no recibido,19.19
EMP0138,2/2/2025 08:53,CASE015847,chat,CL49329,Incumplimiento de garantía,24.61
EMP0245,3/11/2025 22:57,CASE046567,teléfono,CL43504,Cobro duplicado,31.33
EMP0253,1/22/2025 02:21,CASE034766,teléfono,CL97051,Producto no recibido,45.16
EMP0193,3/15/2025 13:33,CASE017849,teléfono,CL61903,Incumplimiento de garantía,10.98
EMP0115,2/12/2025 19:26,CASE038733,chat,CL11386,Error en la facturación,7.25
EMP0062,3/30/2025 08:27,CASE044567,chat,CL58704,Producto no recibido,23.15
EMP0224,1/17/2025 18:35,CASE004260,teléfono,CL35260,Cobro duplicado,34.83
EMP0137,1/6/2025 23:29,CASE018171,chat,CL69461,Incumplimiento de garantía,45.22
EMP0040,2/9/2025 07:00,CASE005508,chat,CL75972,Producto no recibido,5.18
EMP0079,2/22/2025 06:22,CASE029967,teléfono,CL96023,Error en la facturación,34
EMP0168,3/6/2025 07:44,CASE007635,chat,CL57089,Producto no recibido,26.95
EMP0170,2/18/2025 07:36,CASE044697,teléfono,CL17335,Producto defectuoso,33.98
EMP0178,1/13/2025 11:28,CASE007172,teléfono,CL87402,Error en la facturación,13.43
EMP0070,3/10/2025 22:42,CASE024475,chat,CL71637,Cobro duplicado,24.9
EMP0210,3/2/2025 13:04,CASE040282,chat,CL63238,Cobro duplicado,43.05
EMP0220,2/8/2025 12:07,CASE034396,teléfono,CL95424,Producto defectuoso,36.34
EMP0297,1/6/2025 01:46,CASE027272,chat,CL30377,Producto defectuoso,6.29
EMP0219,1/4/2025 07:59,CASE014789,chat,CL27953,Producto defectuoso,34.51
EMP0023,2/14/2025 13:42,CASE016704,teléfono,CL22664,Producto defectuoso,28.79
EMP0235,3/23/2025 16:19,CASE018038,teléfono,CL18294,Incumplimiento de garantía,45.98
EMP0220,3/19/2025 20:41,CASE042352,chat,CL79251,Incumplimiento de garantía,17.45
EMP0216,1/7/2025 12:58,CASE008166,teléfono,CL35652,Cobro duplicado,26.28
EMP0251,3/27/2025 05:45,CASE005516,teléfono,CL10157,Producto no recibido,47.55
EMP0201,3/12/2025 10:04,CASE020313,chat,CL47971,Producto defectuoso,12.91
EMP0237,2/20/2025 04:05,CASE049185,teléfono,CL15916,Cobro duplicado,13.69
EMP0174,1/16/2025 19:03,CASE028989,chat,CL16146,Producto defectuoso,8.11
EMP0121,2/4/2025 03:23,CASE038809,teléfono,CL94949,Incumplimiento de garantía,27.43
EMP0255,2/2/2025 22:34,CASE020766,chat,CL45405,Incumplimiento de garantía,7.25
EMP0174,3/19/2025 13:30,CASE005487,teléfono,CL19023,Error en la facturación,9.68
EMP0193,3/13/2025 06:06,CASE035026,chat,CL75848,Error en la facturación,16.48
EMP0116,2/16/2025 14:33,CASE044020,teléfono,CL19276,Incumplimiento de garantía,31.81
EMP0154,2/2/2025 11:28,CASE006396,chat,CL60010,Incumplimiento de garantía,28.15
EMP0119,2/28/2025 07:09,CASE048392,chat,CL42009,Producto no recibido,32.49
EMP0194,1/2/2025 22:51,CASE005403,chat,CL56255,Producto defectuoso,11.89
EMP0059,2/8/2025 01:04,CASE012634,teléfono,CL37494,Producto no recibido,13.09
EMP0064,3/11/2025 14:48,CASE044186,chat,CL13506,Cobro duplicado,22.03
EMP0213,2/1/2025 17:05,CASE049826,chat,CL79283,Producto no recibido,30.24
EMP0072,2/15/2025 00:04,CASE041570,teléfono,CL76399,Cobro duplicado,31.8
EMP0204,3/6/2025 08:44,CASE029106,teléfono,CL96263,Producto defectuoso,6.46
EMP0220,1/19/2025 08:14,CASE029849,teléfono,CL91554,Producto no recibido,44.59
EMP0243,3/8/2025 00:13,CASE023921,chat,CL37344,Producto no recibido,37.23
EMP0257,1/23/2025 11:22,CASE047140,teléfono,CL30640,Cobro duplicado,28.95
EMP0157,2/20/2025 13:35,CASE000822,chat,CL74038,Producto no recibido,16.03
EMP0184,3/15/2025 06:21,CASE020501,chat,CL67178,Incumplimiento de garantía,35.41
EMP0190,1/28/2025 01:43,CASE035918,teléfono,CL40390,Incumplimiento de garantía,48.37
EMP0115,1/25/2025 14:43,CASE030601,chat,CL51525,Incumplimiento de garantía,31.45
EMP0273,1/28/2025 15:44,CASE039041,teléfono,CL68570,Producto no recibido,38.44
EMP0150,3/24/2025 03:06,CASE033477,chat,CL61829,Producto defectuoso,44.32
EMP0022,1/26/2025 10:16,CASE035432,chat,CL23338,Cobro duplicado,18.97
EMP0003,2/20/2025 13:42,CASE042588,chat,CL76712,Incumplimiento de garantía,39.54
EMP0089,1/25/2025 19:33,CASE026778,teléfono,CL83402,Incumplimiento de garantía,18.06
EMP0102,3/11/2025 03:39,CASE000672,teléfono,CL73654,Producto no recibido,48.98
EMP0173,2/24/2025 05:23,CASE002852,teléfono,CL57088,Incumplimiento de garantía,31.31
EMP0250,2/16/2025 08:10,CASE031574,chat,CL26517,Incumplimiento de garantía,26.02
EMP0240,1/7/2025 14:35,CASE006645,teléfono,CL63903,Incumplimiento de garantía,21.99
EMP0199,2/22/2025 17:19,CASE036119,chat,CL59525,Error en la facturación,27.27
EMP0109,2/5/2025 08:05,CASE033281,chat,CL19898,Cobro duplicado,38.19
EMP0001,3/16/2025 06:52,CASE001803,teléfono,CL53054,Cobro duplicado,37.53
EMP0233,2/12/2025 20:28,CASE037542,teléfono,CL44468,Incumplimiento de garantía,37.95
EMP0224,1/14/2025 17:15,CASE037227,chat,CL37711,Producto defectuoso,9.08
EMP0232,3/2/2025 21:14,CASE021975,teléfono,CL68580,Cobro duplicado,8.41
EMP0171,2/19/2025 18:05,CASE044392,chat,CL83864,Producto no recibido,34.2
EMP0029,2/12/2025 13:54,CASE001727,teléfono,CL20057,Producto defectuoso,36.08
EMP0058,1/5/2025 13:30,CASE025116,chat,CL62620,Producto defectuoso,46.36
EMP0027,1/24/2025 04:05,CASE002541,teléfono,CL24064,Error en la facturación,16.47
EMP0237,1/12/2025 07:55,CASE027042,teléfono,CL82189,Incumplimiento de garantía,26.55
EMP0284,2/7/2025 02:41,CASE026988,chat,CL75888,Error en la facturación,7.81
EMP0233,1/31/2025 23:03,CASE010902,chat,CL62198,Incumplimiento de garantía,24.01
EMP0124,3/17/2025 17:05,CASE042292,teléfono,CL95062,Incumplimiento de garantía,23.63
EMP0235,3/11/2025 05:01,CASE006344,chat,CL62047,Producto defectuoso,32.8
EMP0019,3/24/2025 00:24,CASE035112,teléfono,CL24451,Producto no recibido,7.63
EMP0175,3/1/2025 14:08,CASE020043,teléfono,CL82388,Producto no recibido,7.07
EMP0273,3/27/2025 23:01,CASE049156,chat,CL69733,Producto defectuoso,35.85
EMP0004,1/21/2025 09:30,CASE006979,chat,CL12453,Incumplimiento de garantía,22.67
EMP0217,1/30/2025 15:14,CASE043168,chat,CL85712,Producto defectuoso,19.04
EMP0175,3/6/2025 08:00,CASE034076,teléfono,CL12845,Producto defectuoso,11.95
EMP0113,3/9/2025 10:44,CASE038370,teléfono,CL35001,Producto defectuoso,48.21
EMP0105,3/22/2025 21:33,CASE001303,teléfono,CL61717,Cobro duplicado,36.87
EMP0036,1/6/2025 05:24,CASE011619,teléfono,CL31641,Error en la facturación,31.52
EMP0144,1/5/2025 03:41,CASE043446,teléfono,CL74343,Error en la facturación,15.39
EMP0116,1/31/2025 17:33,CASE003644,chat,CL71736,Error en la facturación,26.71
EMP0161,1/28/2025 09:17,CASE035157,teléfono,CL10656,Producto defectuoso,47.01
EMP0191,3/6/2025 05:19,CASE037076,teléfono,CL30002,Cobro duplicado,12.39
EMP0232,2/24/2025 00:38,CASE009795,chat,CL75881,Incumplimiento de garantía,25.32
EMP0249,1/29/2025 10:50,CASE023302,chat,CL17075,Producto defectuoso,34.41
EMP0189,3/27/2025 23:59,CASE028019,chat,CL49043,Error en la facturación,32.85
EMP0113,1/21/2025 10:41,CASE047760,teléfono,CL66264,Producto no recibido,46.2
EMP0107,1/13/2025 07:20,CASE034485,chat,CL73813,Incumplimiento de garantía,13.27
EMP0120,3/9/2025 05:33,CASE044017,chat,CL58131,Producto defectuoso,40.38
EMP0162,2/14/2025 02:42,CASE002060,teléfono,CL68606,Producto no recibido,32.9
EMP0251,2/1/2025 04:12,CASE014913,teléfono,CL62844,Incumplimiento de garantía,6.3
EMP0006,3/28/2025 00:38,CASE003764,teléfono,CL58864,Producto defectuoso,37.14
EMP0001,1/2/2025 09:13,CASE019552,teléfono,CL63329,Producto defectuoso,15.76
EMP0196,2/17/2025 18:35,CASE011471,chat,CL96850,Cobro duplicado,45.93
EMP0150,2/12/2025 02:27,CASE018142,chat,CL15502,Producto no recibido,29.59
EMP0291,3/28/2025 02:54,CASE022350,chat,CL15482,Producto no recibido,46.7
EMP0275,3/16/2025 04:25,CASE007324,chat,CL63849,Incumplimiento de garantía,17.55
EMP0198,3/22/2025 01:17,CASE036743,teléfono,CL86858,Producto defectuoso,10.84
EMP0135,2/5/2025 00:59,CASE014122,teléfono,CL96122,Incumplimiento de garantía,12.99
EMP0024,2/26/2025 14:25,CASE006703,teléfono,CL15482,Error en la facturación,11.12
EMP0017,1/20/2025 07:52,CASE024167,teléfono,CL89578,Producto no recibido,43.05
EMP0263,2/25/2025 07:16,CASE038665,teléfono,CL92264,Error en la facturación,6.03
EMP0155,2/26/2025 19:31,CASE045094,chat,CL68156,Cobro duplicado,10.28
EMP0168,2/21/2025 19:48,CASE035937,chat,CL67092,Incumplimiento de garantía,7.74
EMP0051,1/2/2025 04:16,CASE033329,teléfono,CL55379,Producto defectuoso,49.78
EMP0228,2/11/2025 18:26,CASE029488,chat,CL32962,Producto no recibido,33.05
EMP0192,1/4/2025 11:42,CASE034468,chat,CL38185,Error en la facturación,16.94
EMP0128,3/23/2025 04:58,CASE038876,teléfono,CL29837,Producto no recibido,42
EMP0239,2/21/2025 00:35,CASE012135,teléfono,CL56309,Producto defectuoso,26.18
EMP0184,3/26/2025 10:35,CASE013201,chat,CL24559,Producto no recibido,13.38
EMP0013,1/28/2025 13:39,CASE010147,chat,CL22560,Error en la facturación,46.57
EMP0193,3/3/2025 07:41,CASE017439,chat,CL74071,Producto defectuoso,14.4
EMP0053,3/29/2025 07:54,CASE028352,teléfono,CL65389,Error en la facturación,34.78
EMP0205,2/25/2025 08:38,CASE008751,chat,CL99824,Error en la facturación,32.3
EMP0132,1/28/2025 10:43,CASE030629,teléfono,CL41877,Producto no recibido,17.64
EMP0188,1/6/2025 20:48,CASE043796,chat,CL45433,Error en la facturación,43.31
EMP0239,2/9/2025 07:16,CASE026922,teléfono,CL64104,Incumplimiento de garantía,43.11
EMP0181,3/21/2025 10:38,CASE036279,chat,CL75311,Producto defectuoso,29.05
EMP0181,1/23/2025 06:34,CASE042933,chat,CL63838,Producto defectuoso,33.24
EMP0111,3/18/2025 19:24,CASE023495,chat,CL19141,Producto no recibido,35
EMP0174,1/21/2025 07:20,CASE008002,chat,CL17138,Incumplimiento de garantía,42.14
EMP0078,2/21/2025 18:19,CASE021757,chat,CL69471,Producto no recibido,16.45
EMP0101,2/24/2025 18:54,CASE045306,teléfono,CL54351,Error en la facturación,39.6
EMP0086,1/28/2025 23:32,CASE019935,teléfono,CL32553,Producto no recibido,36.36
EMP0027,3/13/2025 00:48,CASE021646,teléfono,CL71616,Incumplimiento de garantía,24.65
EMP0151,2/20/2025 08:24,CASE000178,teléfono,CL74042,Incumplimiento de garantía,41.44
EMP0025,1/26/2025 04:04,CASE034674,teléfono,CL41740,Incumplimiento de garantía,25.07
EMP0060,1/7/2025 21:05,CASE046264,chat,CL18928,Producto no recibido,13.63
EMP0159,1/10/2025 14:29,CASE003464,teléfono,CL85684,Incumplimiento de garantía,14.04
EMP0177,2/26/2025 08:51,CASE043421,teléfono,CL80391,Cobro duplicado,21.97
EMP0072,1/2/2025 11:31,CASE018762,teléfono,CL77786,Incumplimiento de garantía,40.47
EMP0286,3/1/2025 05:50,CASE007931,teléfono,CL72886,Producto no recibido,13.95
EMP0003,1/6/2025 00:12,CASE005519,teléfono,CL66557,Incumplimiento de garantía,11.46
EMP0241,1/22/2025 17:49,CASE009427,teléfono,CL57219,Producto defectuoso,11.69
EMP0294,1/25/2025 18:03,CASE031140,chat,CL52457,Error en la facturación,40.2
EMP0037,1/30/2025 13:42,CASE009206,teléfono,CL77194,Cobro duplicado,9.42
EMP0171,1/13/2025 23:06,CASE018323,chat,CL23308,Producto no recibido,42.52
EMP0072,1/5/2025 18:18,CASE048908,chat,CL67997,Error en la facturación,45.71
EMP0006,2/4/2025 03:52,CASE045088,teléfono,CL32190,Producto defectuoso,32.16
EMP0262,2/25/2025 18:25,CASE000994,chat,CL21970,Error en la facturación,17
EMP0110,1/31/2025 17:28,CASE048997,chat,CL27779,Error en la facturación,46.86
EMP0229,1/15/2025 16:48,CASE038347,teléfono,CL97808,Producto defectuoso,6.49
EMP0069,2/13/2025 08:40,CASE015735,teléfono,CL39928,Producto defectuoso,6.35
EMP0187,3/11/2025 18:37,CASE026215,chat,CL23848,Incumplimiento de garantía,28.75
EMP0235,2/4/2025 13:01,CASE007232,chat,CL90684,Producto no recibido,29.58
EMP0030,1/6/2025 19:28,CASE024301,chat,CL96466,Incumplimiento de garantía,23.65
EMP0117,3/9/2025 18:04,CASE042941,chat,CL26889,Cobro duplicado,28.03
EMP0072,2/5/2025 21:18,CASE032427,chat,CL65225,Error en la facturación,22.88
EMP0165,3/27/2025 06:59,CASE039638,teléfono,CL36731,Producto defectuoso,45.89
EMP0288,1/4/2025 07:24,CASE002248,teléfono,CL69446,Producto no recibido,35.72
EMP0258,3/28/2025 22:55,CASE034963,teléfono,CL41374,Error en la facturación,9.3
EMP0260,2/21/2025 06:24,CASE033790,chat,CL67402,Error en la facturación,45.98
EMP0244,1/17/2025 08:30,CASE005447,teléfono,CL92515,Producto no recibido,35.65
EMP0033,3/6/2025 23:33,CASE007283,chat,CL64687,Error en la facturación,37.15
EMP0028,2/14/2025 03:25,CASE013616,chat,CL56119,Producto defectuoso,30.01
EMP0166,1/24/2025 22:18,CASE020275,teléfono,CL58371,Producto defectuoso,38.07
EMP0002,3/2/2025 03:05,CASE048793,chat,CL42383,Error en la facturación,27.52
EMP0164,3/10/2025 21:26,CASE037244,teléfono,CL50901,Incumplimiento de garantía,6.51
EMP0294,2/26/2025 08:06,CASE031281,teléfono,CL93643,Producto no recibido,13.2
EMP0239,2/14/2025 17:37,CASE031187,teléfono,CL19404,Producto defectuoso,36.19
EMP0263,2/25/2025 01:24,CASE047414,chat,CL85877,Incumplimiento de garantía,37.47
EMP0008,3/3/2025 14:52,CASE032885,chat,CL94664,Cobro duplicado,39.78
EMP0044,3/30/2025 11:31,CASE001003,chat,CL15273,Incumplimiento de garantía,34.87
EMP0236,1/28/2025 12:23,CASE018965,teléfono,CL92663,Incumplimiento de garantía,37.39
EMP0268,2/26/2025 09:24,CASE021451,chat,CL91082,Producto no recibido,8.49
EMP0002,3/29/2025 22:11,CASE045379,teléfono,CL74098,Incumplimiento de garantía,32.73
EMP0081,3/1/2025 15:47,CASE009673,chat,CL78977,Producto defectuoso,23.05
EMP0054,1/24/2025 14:29,CASE027654,chat,CL32235,Producto no recibido,32.84
EMP0254,1/27/2025 09:14,CASE028588,teléfono,CL73511,Incumplimiento de garantía,28.44
EMP0072,2/5/2025 21:37,CASE047424,teléfono,CL52885,Incumplimiento de garantía,27.65
EMP0214,1/6/2025 17:10,CASE013917,chat,CL28607,Cobro duplicado,45.07
EMP0270,3/28/2025 23:49,CASE015663,teléfono,CL44002,Cobro duplicado,37.82
EMP0184,2/14/2025 21:23,CASE021226,chat,CL52630,Producto no recibido,45.09
EMP0257,1/22/2025 04:23,CASE008649,chat,CL70412,Producto no recibido,18.74
EMP0236,3/16/2025 13:20,CASE017192,chat,CL93505,Incumplimiento de garantía,37
EMP0133,1/28/2025 18:01,CASE005898,teléfono,CL28985,Incumplimiento de garantía,45.8
EMP0068,1/21/2025 09:31,CASE038246,chat,CL77122,Producto defectuoso,45.2
EMP0256,1/12/2025 08:08,CASE002841,chat,CL89220,Incumplimiento de garantía,20.56
EMP0156,3/1/2025 00:50,CASE006923,chat,CL37175,Cobro duplicado,6.16
EMP0166,3/8/2025 12:54,CASE036137,teléfono,CL88484,Incumplimiento de garantía,44.91
EMP0263,1/12/2025 13:35,CASE049110,chat,CL68884,Producto no recibido,13.82
EMP0125,2/9/2025 15:34,CASE004512,teléfono,CL39131,Incumplimiento de garantía,23.37
EMP0266,1/27/2025 05:09,CASE024172,teléfono,CL36201,Producto no recibido,30.88
EMP0288,1/4/2025 12:50,CASE041588,chat,CL38782,Producto no recibido,34.25
EMP0164,3/29/2025 01:44,CASE012924,teléfono,CL31921,Error en la facturación,16.97
EMP0108,3/9/2025 17:51,CASE002193,chat,CL31229,Cobro duplicado,40.1
EMP0256,2/1/2025 07:54,CASE024002,chat,CL25761,Producto no recibido,6.05
EMP0243,1/13/2025 13:30,CASE010557,teléfono,CL63852,Cobro duplicado,17.89
EMP0117,2/8/2025 11:33,CASE016634,chat,CL63036,Incumplimiento de garantía,23.98
EMP0186,2/10/2025 00:19,CASE003830,chat,CL76247,Error en la facturación,42.56
EMP0212,3/14/2025 05:51,CASE042675,chat,CL97701,Cobro duplicado,47.68
EMP0133,2/4/2025 07:01,CASE007274,teléfono,CL37684,Incumplimiento de garantía,39.64
EMP0213,2/27/2025 19:49,CASE043606,teléfono,CL18841,Producto no recibido,22.92
EMP0165,1/20/2025 11:42,CASE019819,teléfono,CL84442,Incumplimiento de garantía,17.38
EMP0031,1/10/2025 15:30,CASE024368,teléfono,CL38261,Incumplimiento de garantía,9.62
EMP0113,2/10/2025 03:26,CASE049581,teléfono,CL12107,Error en la facturación,30.79
EMP0291,2/20/2025 16:02,CASE029468,teléfono,CL39338,Producto no recibido,17.48
EMP0133,2/28/2025 12:06,CASE038650,teléfono,CL85968,Cobro duplicado,24.7
EMP0182,1/23/2025 06:49,CASE010233,chat,CL71263,Producto no recibido,5.52
EMP0104,3/14/2025 12:49,CASE019464,chat,CL35450,Incumplimiento de garantía,16.15
EMP0290,2/22/2025 22:21,CASE015557,chat,CL24569,Error en la facturación,41.4
EMP0299,3/30/2025 01:25,CASE005051,teléfono,CL43425,Producto no recibido,36.85
EMP0265,1/27/2025 22:03,CASE048384,teléfono,CL55102,Producto defectuoso,32.05
EMP0277,2/24/2025 09:34,CASE030943,teléfono,CL75156,Producto no recibido,47.27
EMP0050,2/18/2025 09:15,CASE020286,chat,CL59449,Error en la facturación,37.55
EMP0260,3/12/2025 18:37,CASE010922,chat,CL33029,Incumplimiento de garantía,30.81
EMP0200,1/13/2025 05:35,CASE016382,teléfono,CL93140,Error en la facturación,41.14
EMP0075,3/21/2025 20:21,CASE049319,teléfono,CL42319,Producto no recibido,37.79
EMP0241,2/26/2025 06:42,CASE011803,chat,CL44541,Producto no recibido,20.52
EMP0290,1/14/2025 14:44,CASE045990,teléfono,CL53802,Error en la facturación,18.15
EMP0265,2/8/2025 08:23,CASE005874,teléfono,CL25890,Incumplimiento de garantía,31.07
EMP0284,1/21/2025 02:43,CASE039017,teléfono,CL74925,Producto no recibido,28.53
EMP0168,1/13/2025 04:59,CASE015816,teléfono,CL33878,Cobro duplicado,40.65
EMP0181,2/12/2025 00:00,CASE048992,teléfono,CL91804,Cobro duplicado,16.91
EMP0193,1/14/2025 15:31,CASE005268,chat,CL51652,Producto no recibido,23.04
EMP0022,3/24/2025 13:15,CASE007186,chat,CL67062,Incumplimiento de garantía,44.06
EMP0213,1/23/2025 08:00,CASE039934,chat,CL73017,Error en la facturación,40.82
EMP0162,3/2/2025 19:29,CASE045792,chat,CL18502,Error en la facturación,6.33
EMP0274,2/4/2025 18:04,CASE026007,chat,CL42587,Error en la facturación,25.11
EMP0102,1/5/2025 16:21,CASE006565,teléfono,CL70029,Error en la facturación,35.46
EMP0012,3/1/2025 19:46,CASE034964,teléfono,CL87139,Producto no recibido,24.02
EMP0182,2/22/2025 04:37,CASE028779,chat,CL47256,Producto no recibido,43.21
EMP0177,3/17/2025 22:23,CASE018496,chat,CL96639,Incumplimiento de garantía,41.37
EMP0151,1/27/2025 12:17,CASE004701,chat,CL29548,Incumplimiento de garantía,29.4
EMP0041,2/6/2025 01:34,CASE024785,chat,CL57867,Producto defectuoso,37.6
EMP0035,2/27/2025 19:27,CASE033843,teléfono,CL50088,Producto defectuoso,28.51
EMP0183,1/31/2025 20:41,CASE028660,chat,CL58423,Producto defectuoso,8.95
EMP0180,2/10/2025 22:27,CASE029952,chat,CL39800,Error en la facturación,37.21
EMP0172,2/3/2025 12:22,CASE032518,chat,CL96222,Producto no recibido,31.17
EMP0216,1/26/2025 20:29,CASE006707,chat,CL61662,Producto no recibido,44.95
EMP0033,1/7/2025 10:33,CASE036867,chat,CL96617,Incumplimiento de garantía,9.67
EMP0086,1/31/2025 03:08,CASE042744,chat,CL45733,Producto defectuoso,25.85
EMP0133,3/9/2025 17:10,CASE000438,teléfono,CL99399,Producto no recibido,11.56
EMP0066,1/19/2025 07:42,CASE015037,chat,CL96285,Error en la facturación,44.95
EMP0185,2/2/2025 17:05,CASE021967,chat,CL50711,Producto no recibido,25.25
EMP0176,2/12/2025 14:50,CASE030440,chat,CL13875,Producto no recibido,42
EMP0211,3/17/2025 03:48,CASE031444,chat,CL82805,Producto defectuoso,39.15
EMP0060,2/1/2025 18:00,CASE036580,teléfono,CL31779,Producto defectuoso,44.33
EMP0011,1/20/2025 11:30,CASE045566,teléfono,CL27488,Incumplimiento de garantía,47.99
EMP0103,3/19/2025 21:30,CASE027163,teléfono,CL35448,Incumplimiento de garantía,24.32
EMP0085,2/15/2025 16:01,CASE014416,chat,CL97552,Incumplimiento de garantía,19.41
EMP0229,3/30/2025 20:26,CASE043557,chat,CL19005,Error en la facturación,43.41
EMP0299,1/24/2025 19:24,CASE017531,teléfono,CL64038,Producto no recibido,40.25
EMP0070,2/23/2025 18:39,CASE001943,chat,CL88215,Incumplimiento de garantía,17.83
EMP0059,2/27/2025 21:52,CASE028978,chat,CL44153,Producto defectuoso,48.15
EMP0052,2/22/2025 08:19,CASE007632,chat,CL61131,Error en la facturación,40.07
EMP0038,3/19/2025 14:10,CASE022078,teléfono,CL21668,Cobro duplicado,28.61
EMP0004,1/16/2025 01:30,CASE013595,teléfono,CL68258,Producto defectuoso,11.44
EMP0139,3/7/2025 13:19,CASE025443,teléfono,CL70074,Producto no recibido,49.59
EMP0178,3/9/2025 05:08,CASE003322,chat,CL56135,Error en la facturación,15.49
EMP0030,1/4/2025 18:02,CASE032865,teléfono,CL52812,Producto no recibido,30.6
EMP0052,3/17/2025 12:08,CASE002406,chat,CL91230,Producto defectuoso,10.03
EMP0177,3/10/2025 16:17,CASE005287,teléfono,CL93995,Error en la facturación,36.63
EMP0143,1/18/2025 07:26,CASE026872,teléfono,CL55838,Producto no recibido,18.23
EMP0150,3/25/2025 09:42,CASE030210,chat,CL39528,Producto defectuoso,29.43
EMP0290,2/26/2025 14:42,CASE012585,chat,CL73127,Producto defectuoso,37.31
EMP0155,1/13/2025 08:48,CASE001830,chat,CL79013,Incumplimiento de garantía,21.5
EMP0206,3/24/2025 03:26,CASE048779,teléfono,CL15962,Producto no recibido,9.76
EMP0223,2/26/2025 01:34,CASE004299,teléfono,CL47498,Producto defectuoso,42.72
EMP0169,3/28/2025 08:14,CASE038796,chat,CL17630,Producto defectuoso,40.91
EMP0244,2/3/2025 09:27,CASE036323,chat,CL38333,Error en la facturación,46.7
EMP0063,3/18/2025 04:28,CASE014018,chat,CL71137,Producto no recibido,38.87
EMP0269,3/27/2025 11:27,CASE029110,teléfono,CL96009,Producto defectuoso,32.74
EMP0124,1/28/2025 18:51,CASE037492,teléfono,CL59298,Producto defectuoso,41.12
EMP0088,2/22/2025 16:43,CASE011563,chat,CL89621,Cobro duplicado,25.85
EMP0297,1/1/2025 08:05,CASE042877,teléfono,CL43470,Producto defectuoso,36.91
EMP0216,3/3/2025 21:51,CASE020854,teléfono,CL48892,Error en la facturación,10.22
EMP0099,2/12/2025 05:10,CASE006694,chat,CL33209,Incumplimiento de garantía,39.45
EMP0194,2/28/2025 13:35,CASE037413,teléfono,CL19684,Producto defectuoso,29.99
EMP0180,2/18/2025 11:39,CASE034094,chat,CL65305,Incumplimiento de garantía,28.28
EMP0019,2/22/2025 09:11,CASE048277,chat,CL75992,Producto no recibido,21.9
EMP0187,1/31/2025 15:47,CASE030842,chat,CL91210,Error en la facturación,46.2
EMP0015,2/20/2025 03:57,CASE035124,chat,CL46802,Producto defectuoso,41.18
EMP0195,3/30/2025 11:50,CASE041824,chat,CL21407,Incumplimiento de garantía,10.12
EMP0062,1/12/2025 13:24,CASE010482,teléfono,CL83196,Error en la facturación,46.59
EMP0012,1/6/2025 09:33,CASE038838,chat,CL84101,Producto defectuoso,49.93
EMP0133,2/13/2025 22:03,CASE016365,teléfono,CL29892,Error en la facturación,42.86
