Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacción,Id de cliente,Cola,Tipo de cliente,Raz�n de terminaci�n de la interacci�n
EMP0218,1/7/2025 17:51,CASE035182,chat,CL67333,post-venta,comprador,falla
EMP0008,3/26/2025 15:12,CASE025146,teléfono,CL78259,reclamos,vendedor,terminado por el cliente
EMP0060,2/2/2025 04:25,CASE044220,teléfono,CL82109,pre-venta,comprador,colgado por el agente
EMP0220,2/8/2025 09:22,CASE027839,teléfono,CL86269,pre-venta,vendedor,terminado por el cliente
EMP0018,3/20/2025 22:27,CASE009192,teléfono,CL95729,post-venta,comprador,terminado por el cliente
EMP0200,1/6/2025 04:22,CASE030474,teléfono,CL90441,pre-venta,vendedor,colgado por el agente
EMP0108,1/27/2025 05:01,CASE024510,chat,CL31115,pre-venta,comprador,terminado por el cliente
EMP0235,2/22/2025 14:55,CASE031468,chat,CL42844,post-venta,comprador,falla
EMP0157,3/17/2025 16:05,CASE024011,teléfono,CL30502,reclamos,vendedor,colgado por el agente
EMP0262,1/28/2025 00:09,CASE005371,teléfono,CL37102,reclamos,vendedor,falla
EMP0078,2/28/2025 13:42,CASE014205,chat,CL44521,pre-venta,comprador,falla
EMP0149,3/21/2025 17:57,CASE023686,chat,CL37244,post-venta,comprador,terminado por el cliente
EMP0216,3/20/2025 03:53,CASE028054,teléfono,CL85031,post-venta,comprador,falla
EMP0090,2/7/2025 10:05,CASE000054,chat,CL48427,post-venta,vendedor,terminado por el cliente
EMP0166,1/31/2025 22:10,CASE008328,chat,CL58891,post-venta,comprador,terminado por el cliente
EMP0157,2/1/2025 14:33,CASE027201,teléfono,CL25130,post-venta,vendedor,falla
EMP0182,1/9/2025 07:51,CASE027984,teléfono,CL68115,post-venta,comprador,falla
EMP0021,2/3/2025 07:08,CASE005963,teléfono,CL79041,reclamos,comprador,falla
EMP0140,3/18/2025 12:28,CASE021105,chat,CL99864,pre-venta,vendedor,terminado por el cliente
EMP0223,2/9/2025 06:15,CASE026889,teléfono,CL69383,pre-venta,comprador,falla
EMP0182,3/2/2025 20:28,CASE024873,chat,CL15256,pre-venta,comprador,colgado por el agente
EMP0265,1/27/2025 09:38,CASE032759,teléfono,CL86377,pre-venta,comprador,falla
EMP0235,2/8/2025 19:46,CASE045406,teléfono,CL78701,pre-venta,comprador,colgado por el agente
EMP0126,3/24/2025 19:29,CASE009471,chat,CL56562,pre-venta,comprador,falla
EMP0094,3/1/2025 06:49,CASE044865,teléfono,CL96343,reclamos,vendedor,colgado por el agente
EMP0036,1/24/2025 07:48,CASE004337,chat,CL49384,reclamos,vendedor,falla
EMP0105,1/29/2025 02:45,CASE044768,teléfono,CL56089,post-venta,vendedor,falla
EMP0052,3/9/2025 02:51,CASE012191,teléfono,CL66027,pre-venta,vendedor,falla
EMP0280,1/14/2025 07:11,CASE018074,teléfono,CL74032,reclamos,vendedor,terminado por el cliente
EMP0250,3/26/2025 05:58,CASE024531,chat,CL64256,pre-venta,vendedor,terminado por el cliente
EMP0254,2/26/2025 04:28,CASE001306,chat,CL80329,reclamos,vendedor,terminado por el cliente
EMP0144,2/26/2025 11:30,CASE044122,teléfono,CL28659,post-venta,comprador,falla
EMP0284,3/11/2025 15:00,CASE001871,teléfono,CL89254,pre-venta,comprador,falla
EMP0299,2/8/2025 07:38,CASE004138,chat,CL44226,reclamos,vendedor,colgado por el agente
EMP0207,1/31/2025 09:20,CASE013349,chat,CL84273,reclamos,vendedor,falla
EMP0281,1/4/2025 05:35,CASE000038,teléfono,CL54118,reclamos,comprador,falla
EMP0130,2/8/2025 21:59,CASE015511,teléfono,CL88586,post-venta,comprador,falla
EMP0145,1/7/2025 11:39,CASE024776,chat,CL43244,pre-venta,vendedor,falla
EMP0281,2/12/2025 10:10,CASE012329,teléfono,CL51050,post-venta,comprador,falla
EMP0205,1/5/2025 12:56,CASE036536,chat,CL61904,post-venta,vendedor,falla
EMP0296,2/1/2025 21:13,CASE014199,teléfono,CL33581,post-venta,comprador,colgado por el agente
EMP0041,1/15/2025 09:34,CASE047554,chat,CL55260,pre-venta,vendedor,terminado por el cliente
EMP0236,3/2/2025 00:03,CASE018854,teléfono,CL89431,reclamos,comprador,falla
EMP0244,1/23/2025 18:58,CASE009610,chat,CL87660,post-venta,comprador,colgado por el agente
EMP0228,3/26/2025 13:57,CASE002022,chat,CL16265,pre-venta,comprador,colgado por el agente
EMP0230,1/17/2025 01:29,CASE005797,teléfono,CL59732,reclamos,comprador,terminado por el cliente
EMP0067,2/14/2025 01:10,CASE043414,teléfono,CL97381,reclamos,vendedor,falla
EMP0159,3/13/2025 21:53,CASE016680,teléfono,CL34386,reclamos,vendedor,falla
EMP0083,3/8/2025 13:49,CASE023333,teléfono,CL54205,pre-venta,vendedor,falla
EMP0106,2/5/2025 05:30,CASE037866,chat,CL62156,post-venta,vendedor,terminado por el cliente
EMP0010,1/17/2025 09:36,CASE013448,teléfono,CL76036,pre-venta,comprador,terminado por el cliente
EMP0298,3/25/2025 04:24,CASE047102,teléfono,CL12240,post-venta,vendedor,terminado por el cliente
EMP0176,2/8/2025 23:33,CASE010632,teléfono,CL63907,pre-venta,vendedor,falla
EMP0257,3/7/2025 10:14,CASE020195,teléfono,CL93393,reclamos,vendedor,falla
EMP0111,1/23/2025 13:23,CASE013801,teléfono,CL82276,reclamos,vendedor,falla
EMP0012,1/8/2025 09:23,CASE038019,teléfono,CL81643,post-venta,vendedor,colgado por el agente
EMP0299,1/11/2025 01:35,CASE017423,chat,CL60907,reclamos,vendedor,falla
EMP0189,3/26/2025 11:45,CASE034893,teléfono,CL38908,pre-venta,comprador,falla
EMP0291,2/24/2025 06:27,CASE003699,chat,CL33022,reclamos,comprador,falla
EMP0089,3/25/2025 05:58,CASE041637,chat,CL68888,pre-venta,comprador,terminado por el cliente
EMP0096,3/3/2025 06:35,CASE007547,teléfono,CL60933,pre-venta,comprador,falla
EMP0085,2/18/2025 01:10,CASE039735,chat,CL91052,reclamos,comprador,colgado por el agente
EMP0189,3/23/2025 12:32,CASE020257,teléfono,CL50577,reclamos,comprador,falla
EMP0022,1/7/2025 14:23,CASE049866,chat,CL72348,reclamos,comprador,terminado por el cliente
EMP0008,2/14/2025 07:07,CASE041170,teléfono,CL62945,reclamos,comprador,falla
EMP0261,3/18/2025 15:15,CASE016822,chat,CL43786,reclamos,comprador,colgado por el agente
EMP0071,1/16/2025 21:10,CASE006790,teléfono,CL31249,pre-venta,comprador,colgado por el agente
EMP0005,2/2/2025 13:50,CASE006212,teléfono,CL76316,pre-venta,vendedor,falla
EMP0242,1/29/2025 13:32,CASE023855,chat,CL96247,reclamos,comprador,terminado por el cliente
EMP0107,3/22/2025 09:55,CASE029859,teléfono,CL15927,reclamos,vendedor,terminado por el cliente
EMP0219,1/23/2025 17:51,CASE046082,teléfono,CL57409,pre-venta,comprador,terminado por el cliente
EMP0294,2/9/2025 10:58,CASE029899,teléfono,CL49167,reclamos,vendedor,colgado por el agente
EMP0049,2/14/2025 20:50,CASE035714,teléfono,CL67080,post-venta,comprador,falla
EMP0032,3/16/2025 02:00,CASE047281,chat,CL18645,post-venta,vendedor,colgado por el agente
EMP0015,3/23/2025 13:17,CASE048270,chat,CL79555,pre-venta,vendedor,falla
EMP0185,1/31/2025 08:41,CASE031653,chat,CL99718,reclamos,comprador,colgado por el agente
EMP0283,2/6/2025 19:03,CASE018811,teléfono,CL18831,reclamos,comprador,colgado por el agente
EMP0238,2/23/2025 16:09,CASE004230,teléfono,CL80968,reclamos,comprador,terminado por el cliente
EMP0013,3/12/2025 14:18,CASE041148,chat,CL43183,post-venta,comprador,colgado por el agente
EMP0282,3/11/2025 10:48,CASE049642,chat,CL52078,reclamos,vendedor,colgado por el agente
EMP0247,1/2/2025 23:40,CASE040417,teléfono,CL15140,post-venta,vendedor,terminado por el cliente
EMP0159,1/1/2025 22:08,CASE030733,teléfono,CL51879,pre-venta,vendedor,colgado por el agente
EMP0094,3/8/2025 01:00,CASE029712,chat,CL73318,reclamos,vendedor,falla
EMP0126,2/6/2025 05:49,CASE014861,chat,CL46038,reclamos,vendedor,falla
EMP0172,3/28/2025 17:43,CASE030644,chat,CL32391,reclamos,comprador,colgado por el agente
EMP0263,2/24/2025 01:43,CASE040807,chat,CL60985,post-venta,comprador,colgado por el agente
EMP0121,3/14/2025 00:47,CASE030399,chat,CL20082,pre-venta,comprador,falla
EMP0216,1/13/2025 00:28,CASE010527,teléfono,CL93755,post-venta,vendedor,falla
EMP0024,2/4/2025 19:51,CASE006892,teléfono,CL21491,post-venta,comprador,falla
EMP0052,2/3/2025 16:26,CASE006982,teléfono,CL99848,reclamos,vendedor,falla
EMP0168,1/16/2025 13:52,CASE036458,chat,CL31599,post-venta,comprador,colgado por el agente
EMP0016,1/11/2025 20:38,CASE049532,teléfono,CL10316,reclamos,comprador,colgado por el agente
EMP0178,2/6/2025 19:43,CASE026586,chat,CL51754,pre-venta,comprador,colgado por el agente
EMP0249,3/7/2025 05:20,CASE007078,chat,CL77378,reclamos,comprador,terminado por el cliente
EMP0159,1/25/2025 07:15,CASE033460,teléfono,CL58668,post-venta,vendedor,colgado por el agente
EMP0299,3/30/2025 14:41,CASE000434,teléfono,CL57795,post-venta,vendedor,terminado por el cliente
EMP0197,2/2/2025 16:29,CASE036364,chat,CL26924,reclamos,vendedor,falla
EMP0229,1/6/2025 18:59,CASE043874,teléfono,CL34993,reclamos,comprador,terminado por el cliente
EMP0275,1/15/2025 04:32,CASE013886,chat,CL56787,reclamos,vendedor,terminado por el cliente
EMP0090,3/7/2025 02:00,CASE008840,chat,CL17330,post-venta,comprador,colgado por el agente
EMP0179,1/23/2025 06:54,CASE029524,chat,CL38984,post-venta,comprador,terminado por el cliente
EMP0076,1/25/2025 11:19,CASE026566,teléfono,CL91962,post-venta,vendedor,falla
EMP0091,1/8/2025 16:32,CASE027865,teléfono,CL43341,pre-venta,comprador,terminado por el cliente
EMP0250,2/3/2025 10:45,CASE038791,teléfono,CL95047,post-venta,comprador,terminado por el cliente
EMP0297,2/14/2025 22:11,CASE010791,chat,CL98853,pre-venta,vendedor,colgado por el agente
EMP0166,1/8/2025 19:01,CASE005177,teléfono,CL10773,reclamos,comprador,terminado por el cliente
EMP0281,1/8/2025 13:52,CASE045783,teléfono,CL94288,pre-venta,vendedor,colgado por el agente
EMP0262,3/9/2025 23:51,CASE033526,teléfono,CL95888,reclamos,comprador,terminado por el cliente
EMP0250,2/10/2025 10:33,CASE033561,teléfono,CL62007,pre-venta,vendedor,terminado por el cliente
EMP0088,2/10/2025 03:04,CASE008024,teléfono,CL20508,post-venta,comprador,colgado por el agente
EMP0093,3/16/2025 03:55,CASE013574,teléfono,CL61273,pre-venta,vendedor,terminado por el cliente
EMP0138,3/16/2025 04:36,CASE034810,teléfono,CL26974,post-venta,comprador,colgado por el agente
EMP0232,1/15/2025 01:18,CASE044622,teléfono,CL86422,post-venta,vendedor,falla
EMP0148,1/12/2025 11:25,CASE021707,teléfono,CL69682,reclamos,comprador,terminado por el cliente
EMP0248,3/13/2025 09:04,CASE030819,teléfono,CL91504,reclamos,comprador,falla
EMP0264,1/7/2025 02:56,CASE036921,teléfono,CL55439,pre-venta,vendedor,terminado por el cliente
EMP0076,3/21/2025 15:26,CASE037979,chat,CL25037,pre-venta,comprador,colgado por el agente
EMP0293,1/25/2025 05:26,CASE004820,chat,CL94320,pre-venta,vendedor,falla
EMP0058,2/4/2025 09:27,CASE006445,chat,CL21151,reclamos,vendedor,falla
EMP0221,2/4/2025 13:12,CASE038244,teléfono,CL83507,reclamos,comprador,colgado por el agente
EMP0202,2/16/2025 09:33,CASE044813,chat,CL99867,reclamos,comprador,falla
EMP0246,2/16/2025 08:25,CASE039121,chat,CL24533,pre-venta,vendedor,colgado por el agente
EMP0295,2/27/2025 09:39,CASE045030,chat,CL10033,reclamos,vendedor,colgado por el agente
EMP0080,3/23/2025 11:56,CASE003972,teléfono,CL72873,post-venta,vendedor,falla
EMP0064,3/15/2025 03:49,CASE021984,teléfono,CL95865,pre-venta,vendedor,falla
EMP0242,3/17/2025 03:07,CASE008774,teléfono,CL50703,pre-venta,comprador,terminado por el cliente
EMP0140,1/5/2025 15:05,CASE008892,chat,CL45918,reclamos,vendedor,colgado por el agente
EMP0125,2/5/2025 15:43,CASE019511,chat,CL22579,post-venta,vendedor,terminado por el cliente
EMP0161,1/9/2025 03:37,CASE013410,chat,CL60625,post-venta,comprador,terminado por el cliente
EMP0213,2/16/2025 18:23,CASE012097,teléfono,CL11231,pre-venta,comprador,falla
EMP0175,3/24/2025 00:50,CASE021584,teléfono,CL71027,reclamos,comprador,terminado por el cliente
EMP0255,1/3/2025 21:30,CASE041233,teléfono,CL74929,reclamos,comprador,colgado por el agente
EMP0060,2/6/2025 10:42,CASE035915,teléfono,CL61401,post-venta,comprador,terminado por el cliente
EMP0088,1/27/2025 10:49,CASE016831,teléfono,CL32087,reclamos,comprador,falla
EMP0245,3/14/2025 21:38,CASE048959,chat,CL47967,post-venta,vendedor,colgado por el agente
EMP0278,3/10/2025 02:42,CASE030029,teléfono,CL75621,pre-venta,comprador,falla
EMP0209,1/21/2025 14:56,CASE025447,chat,CL37034,pre-venta,vendedor,terminado por el cliente
EMP0187,1/14/2025 15:19,CASE024456,teléfono,CL87736,pre-venta,comprador,falla
EMP0285,3/26/2025 19:04,CASE025274,chat,CL93230,reclamos,vendedor,terminado por el cliente
EMP0094,1/16/2025 02:48,CASE033918,chat,CL30355,pre-venta,comprador,terminado por el cliente
EMP0246,3/12/2025 20:45,CASE025445,chat,CL92564,pre-venta,vendedor,colgado por el agente
EMP0145,3/16/2025 14:27,CASE006598,teléfono,CL27991,post-venta,vendedor,falla
EMP0204,1/25/2025 13:18,CASE005003,chat,CL39400,pre-venta,vendedor,falla
EMP0229,2/17/2025 21:10,CASE024978,chat,CL53331,pre-venta,comprador,colgado por el agente
EMP0077,2/21/2025 23:20,CASE029070,chat,CL83189,reclamos,comprador,falla
EMP0279,1/28/2025 09:43,CASE032054,teléfono,CL77894,pre-venta,vendedor,colgado por el agente
EMP0126,2/23/2025 15:17,CASE003892,teléfono,CL63004,reclamos,vendedor,falla
EMP0018,2/13/2025 18:11,CASE008487,chat,CL96317,post-venta,comprador,terminado por el cliente
EMP0279,1/19/2025 10:08,CASE046755,teléfono,CL72039,reclamos,comprador,colgado por el agente
EMP0205,1/11/2025 22:14,CASE026163,teléfono,CL98661,post-venta,comprador,terminado por el cliente
EMP0253,1/3/2025 02:36,CASE023284,teléfono,CL88654,reclamos,vendedor,falla
EMP0171,2/27/2025 08:15,CASE012826,chat,CL74361,post-venta,vendedor,terminado por el cliente
EMP0219,3/24/2025 19:14,CASE045637,teléfono,CL87582,pre-venta,comprador,falla
EMP0274,2/27/2025 10:00,CASE037606,chat,CL92155,post-venta,comprador,terminado por el cliente
EMP0008,3/18/2025 22:45,CASE000152,chat,CL54587,post-venta,comprador,falla
EMP0166,2/10/2025 07:28,CASE041033,chat,CL15516,pre-venta,vendedor,terminado por el cliente
EMP0070,3/10/2025 22:42,CASE024475,chat,CL71637,reclamos,comprador,falla
EMP0020,1/17/2025 07:54,CASE041626,chat,CL70167,post-venta,vendedor,colgado por el agente
EMP0012,3/28/2025 16:42,CASE012741,teléfono,CL90775,reclamos,vendedor,falla
EMP0227,3/9/2025 16:57,CASE026065,chat,CL52173,reclamos,comprador,colgado por el agente
EMP0006,3/12/2025 16:37,CASE040643,teléfono,CL90692,pre-venta,comprador,terminado por el cliente
EMP0081,2/16/2025 18:41,CASE039528,chat,CL77363,post-venta,comprador,colgado por el agente
EMP0252,1/27/2025 00:43,CASE012220,chat,CL40161,pre-venta,vendedor,colgado por el agente
EMP0178,1/12/2025 13:16,CASE006735,teléfono,CL47475,pre-venta,comprador,colgado por el agente
EMP0116,1/12/2025 15:46,CASE038644,chat,CL48159,post-venta,comprador,falla
EMP0290,2/3/2025 08:11,CASE013715,chat,CL34288,pre-venta,vendedor,terminado por el cliente
EMP0211,3/22/2025 20:09,CASE024269,chat,CL29463,post-venta,comprador,colgado por el agente
EMP0145,1/11/2025 13:44,CASE031591,teléfono,CL60354,post-venta,vendedor,colgado por el agente
EMP0229,1/19/2025 03:37,CASE045072,chat,CL35913,pre-venta,comprador,terminado por el cliente
EMP0007,3/6/2025 09:30,CASE039249,teléfono,CL47559,reclamos,comprador,terminado por el cliente
EMP0117,2/17/2025 07:43,CASE003446,teléfono,CL77425,post-venta,comprador,falla
EMP0105,3/13/2025 03:42,CASE009151,chat,CL70323,pre-venta,vendedor,colgado por el agente
EMP0037,2/15/2025 09:46,CASE006119,teléfono,CL30789,reclamos,vendedor,colgado por el agente
EMP0226,1/4/2025 19:24,CASE002266,chat,CL77499,post-venta,vendedor,falla
EMP0239,2/8/2025 07:05,CASE005824,chat,CL84895,reclamos,vendedor,colgado por el agente
EMP0289,2/24/2025 03:42,CASE040047,teléfono,CL12814,post-venta,comprador,colgado por el agente
EMP0145,2/3/2025 15:59,CASE027589,teléfono,CL30483,post-venta,comprador,falla
EMP0071,2/5/2025 15:21,CASE014750,chat,CL36553,post-venta,vendedor,falla
EMP0096,1/2/2025 17:36,CASE034940,teléfono,CL43600,reclamos,vendedor,terminado por el cliente
EMP0163,2/21/2025 00:35,CASE003026,chat,CL67290,pre-venta,vendedor,colgado por el agente
EMP0249,2/3/2025 16:17,CASE030521,chat,CL60296,pre-venta,vendedor,terminado por el cliente
EMP0291,3/8/2025 23:01,CASE046370,chat,CL25108,reclamos,vendedor,falla
EMP0118,2/27/2025 11:15,CASE008204,teléfono,CL31468,post-venta,comprador,colgado por el agente
EMP0203,1/27/2025 22:19,CASE035727,teléfono,CL73278,post-venta,comprador,colgado por el agente
EMP0257,1/6/2025 07:15,CASE013467,chat,CL86064,post-venta,vendedor,falla
EMP0156,3/20/2025 15:55,CASE013637,teléfono,CL78869,pre-venta,comprador,falla
EMP0232,2/27/2025 22:58,CASE034072,teléfono,CL68951,reclamos,comprador,falla
EMP0289,1/16/2025 13:59,CASE039953,chat,CL24777,post-venta,vendedor,terminado por el cliente
EMP0147,1/9/2025 11:58,CASE017312,chat,CL68538,reclamos,vendedor,colgado por el agente
EMP0156,1/3/2025 11:34,CASE027923,chat,CL76573,reclamos,comprador,falla
EMP0133,3/1/2025 11:18,CASE045950,teléfono,CL93117,post-venta,vendedor,colgado por el agente
EMP0099,3/10/2025 10:36,CASE007970,chat,CL16758,post-venta,comprador,falla
EMP0273,2/25/2025 04:53,CASE045402,chat,CL36863,post-venta,vendedor,colgado por el agente
EMP0121,3/27/2025 07:17,CASE020454,chat,CL63378,reclamos,vendedor,falla
EMP0101,2/7/2025 08:45,CASE025287,teléfono,CL24242,pre-venta,comprador,colgado por el agente
EMP0243,1/23/2025 01:39,CASE044094,chat,CL64194,pre-venta,vendedor,colgado por el agente
EMP0136,2/10/2025 00:19,CASE015287,teléfono,CL24638,post-venta,vendedor,terminado por el cliente
EMP0129,1/9/2025 11:44,CASE001602,chat,CL87743,post-venta,comprador,falla
EMP0008,1/29/2025 06:00,CASE022534,teléfono,CL90382,reclamos,comprador,terminado por el cliente
EMP0062,2/2/2025 14:05,CASE028180,chat,CL39771,pre-venta,comprador,terminado por el cliente
EMP0075,2/24/2025 01:19,CASE042907,teléfono,CL55560,pre-venta,vendedor,terminado por el cliente
EMP0250,2/6/2025 08:01,CASE034772,teléfono,CL28532,reclamos,comprador,falla
EMP0285,3/26/2025 10:26,CASE004963,teléfono,CL52255,reclamos,vendedor,falla
EMP0213,1/28/2025 00:50,CASE049580,chat,CL45097,pre-venta,vendedor,terminado por el cliente
EMP0127,1/10/2025 05:18,CASE029413,chat,CL16445,reclamos,vendedor,falla
EMP0207,2/18/2025 11:11,CASE040550,chat,CL80697,post-venta,comprador,terminado por el cliente
EMP0063,3/3/2025 00:29,CASE046265,teléfono,CL27723,pre-venta,vendedor,falla
EMP0284,2/10/2025 09:07,CASE002694,chat,CL68790,post-venta,comprador,colgado por el agente
EMP0156,1/19/2025 17:07,CASE044421,chat,CL54115,reclamos,vendedor,terminado por el cliente
EMP0205,3/18/2025 19:52,CASE023511,teléfono,CL76903,post-venta,comprador,terminado por el cliente
EMP0269,1/3/2025 13:05,CASE034450,chat,CL57405,post-venta,vendedor,terminado por el cliente
EMP0212,1/12/2025 05:36,CASE041725,chat,CL22431,reclamos,comprador,terminado por el cliente
EMP0161,3/17/2025 00:28,CASE042706,chat,CL77174,pre-venta,vendedor,falla
EMP0156,1/3/2025 03:18,CASE019807,teléfono,CL85289,post-venta,comprador,terminado por el cliente
EMP0003,1/31/2025 17:39,CASE001696,teléfono,CL83889,pre-venta,vendedor,colgado por el agente
EMP0069,3/8/2025 21:11,CASE025335,teléfono,CL26703,post-venta,vendedor,colgado por el agente
EMP0110,1/1/2025 02:50,CASE035396,chat,CL55812,reclamos,comprador,colgado por el agente
EMP0269,2/27/2025 20:58,CASE016919,teléfono,CL78376,post-venta,comprador,terminado por el cliente
EMP0211,1/13/2025 22:46,CASE044070,teléfono,CL19562,reclamos,comprador,terminado por el cliente
EMP0163,2/19/2025 21:13,CASE011362,teléfono,CL88139,post-venta,vendedor,colgado por el agente
EMP0173,3/28/2025 06:33,CASE028875,teléfono,CL96068,post-venta,comprador,terminado por el cliente
EMP0245,2/26/2025 09:52,CASE047709,chat,CL34715,post-venta,comprador,colgado por el agente
EMP0052,2/20/2025 23:52,CASE013518,teléfono,CL91744,reclamos,comprador,falla
EMP0136,2/8/2025 13:51,CASE002067,teléfono,CL17518,reclamos,vendedor,falla
EMP0087,2/6/2025 22:45,CASE011197,chat,CL97225,pre-venta,comprador,falla
EMP0153,2/9/2025 10:16,CASE026090,chat,CL42256,pre-venta,vendedor,falla
EMP0156,3/20/2025 13:03,CASE016188,teléfono,CL57850,post-venta,vendedor,colgado por el agente
EMP0296,1/25/2025 17:06,CASE044508,teléfono,CL48503,post-venta,vendedor,terminado por el cliente
EMP0031,1/27/2025 20:31,CASE030421,chat,CL73812,reclamos,comprador,terminado por el cliente
EMP0069,2/7/2025 02:20,CASE038198,teléfono,CL70097,reclamos,vendedor,falla
EMP0041,2/4/2025 12:41,CASE011118,teléfono,CL28201,pre-venta,comprador,terminado por el cliente
EMP0202,2/18/2025 08:52,CASE025139,chat,CL75251,post-venta,vendedor,falla
EMP0063,1/7/2025 14:27,CASE044085,chat,CL34763,reclamos,comprador,falla
EMP0003,3/25/2025 20:42,CASE016915,teléfono,CL79119,reclamos,vendedor,colgado por el agente
EMP0182,3/5/2025 16:11,CASE013805,chat,CL15471,post-venta,vendedor,terminado por el cliente
EMP0298,1/19/2025 02:20,CASE048055,chat,CL77827,post-venta,comprador,falla
EMP0159,2/15/2025 08:01,CASE021465,chat,CL67610,pre-venta,vendedor,falla
EMP0247,3/28/2025 08:53,CASE001299,chat,CL62089,post-venta,vendedor,colgado por el agente
EMP0249,3/10/2025 10:51,CASE030244,chat,CL77708,post-venta,comprador,colgado por el agente
EMP0207,2/1/2025 15:58,CASE008254,teléfono,CL95696,reclamos,comprador,falla
EMP0139,3/28/2025 03:28,CASE001212,teléfono,CL43466,reclamos,comprador,colgado por el agente
EMP0252,1/2/2025 09:02,CASE037924,teléfono,CL92474,reclamos,comprador,colgado por el agente
EMP0098,1/2/2025 18:43,CASE018684,chat,CL20747,reclamos,vendedor,terminado por el cliente
EMP0191,2/21/2025 11:59,CASE004313,chat,CL62818,post-venta,vendedor,terminado por el cliente
EMP0118,3/16/2025 15:06,CASE042716,chat,CL29516,reclamos,vendedor,terminado por el cliente
EMP0154,3/21/2025 20:32,CASE020203,chat,CL26044,post-venta,vendedor,falla
EMP0032,3/6/2025 00:34,CASE015973,teléfono,CL52109,reclamos,vendedor,colgado por el agente
EMP0093,3/30/2025 05:36,CASE002229,teléfono,CL44688,post-venta,comprador,terminado por el cliente
EMP0001,2/12/2025 14:51,CASE002629,teléfono,CL88094,reclamos,vendedor,colgado por el agente
EMP0128,2/1/2025 06:01,CASE037016,chat,CL17576,post-venta,comprador,falla
EMP0186,2/20/2025 09:51,CASE024818,teléfono,CL80802,post-venta,comprador,colgado por el agente
EMP0235,1/12/2025 21:00,CASE006679,chat,CL72108,pre-venta,vendedor,terminado por el cliente
EMP0173,2/13/2025 16:31,CASE032494,teléfono,CL74861,reclamos,vendedor,falla
EMP0011,2/27/2025 15:31,CASE017016,chat,CL65422,reclamos,vendedor,terminado por el cliente
EMP0090,1/4/2025 06:36,CASE048676,chat,CL13133,pre-venta,comprador,colgado por el agente
EMP0251,3/19/2025 17:10,CASE024023,teléfono,CL95260,reclamos,vendedor,colgado por el agente
EMP0046,2/4/2025 13:23,CASE005668,teléfono,CL86406,reclamos,comprador,terminado por el cliente
EMP0053,1/23/2025 15:03,CASE010664,chat,CL97856,pre-venta,vendedor,terminado por el cliente
EMP0015,2/28/2025 12:20,CASE027636,chat,CL44704,pre-venta,comprador,terminado por el cliente
EMP0293,1/29/2025 06:04,CASE017415,chat,CL11399,post-venta,comprador,falla
EMP0226,3/25/2025 15:47,CASE007740,teléfono,CL12048,post-venta,vendedor,falla
EMP0261,1/2/2025 21:29,CASE008761,teléfono,CL47623,reclamos,vendedor,colgado por el agente
EMP0038,3/4/2025 04:15,CASE031787,chat,CL72493,pre-venta,vendedor,colgado por el agente
EMP0178,2/18/2025 17:47,CASE039674,chat,CL15168,pre-venta,vendedor,colgado por el agente
EMP0110,3/13/2025 16:24,CASE012547,teléfono,CL59844,post-venta,comprador,colgado por el agente
EMP0034,2/10/2025 21:33,CASE045909,teléfono,CL30487,reclamos,vendedor,colgado por el agente
EMP0145,3/25/2025 19:27,CASE010487,teléfono,CL26822,pre-venta,comprador,falla
EMP0225,2/16/2025 12:54,CASE031599,teléfono,CL31566,reclamos,comprador,terminado por el cliente
EMP0186,2/8/2025 02:29,CASE003708,teléfono,CL77793,reclamos,vendedor,colgado por el agente
EMP0214,1/6/2025 00:00,CASE045879,teléfono,CL98256,reclamos,comprador,terminado por el cliente
EMP0131,3/25/2025 23:23,CASE000260,chat,CL22899,pre-venta,comprador,falla
EMP0050,1/10/2025 23:14,CASE008030,chat,CL31596,pre-venta,vendedor,colgado por el agente
EMP0040,1/9/2025 07:11,CASE042140,chat,CL97645,reclamos,comprador,terminado por el cliente
EMP0105,3/30/2025 08:25,CASE040950,teléfono,CL31934,pre-venta,vendedor,falla
EMP0096,2/7/2025 23:33,CASE046827,teléfono,CL49227,pre-venta,comprador,falla
EMP0252,2/24/2025 15:08,CASE044023,teléfono,CL99350,pre-venta,comprador,terminado por el cliente
EMP0180,1/24/2025 23:35,CASE004699,teléfono,CL97690,reclamos,vendedor,colgado por el agente
EMP0071,3/27/2025 16:03,CASE028363,chat,CL18020,pre-venta,comprador,colgado por el agente
EMP0010,1/7/2025 18:20,CASE019797,teléfono,CL18253,reclamos,vendedor,terminado por el cliente
EMP0290,1/30/2025 18:45,CASE017893,teléfono,CL87289,pre-venta,vendedor,terminado por el cliente
EMP0071,3/2/2025 04:56,CASE044983,teléfono,CL56674,pre-venta,vendedor,falla
EMP0002,1/26/2025 22:40,CASE013581,teléfono,CL13666,post-venta,comprador,terminado por el cliente
EMP0241,3/3/2025 10:53,CASE046762,teléfono,CL61174,reclamos,comprador,terminado por el cliente
EMP0192,2/3/2025 03:00,CASE000087,teléfono,CL31417,reclamos,vendedor,terminado por el cliente
EMP0295,1/19/2025 11:37,CASE022587,chat,CL42929,post-venta,comprador,terminado por el cliente
EMP0189,3/18/2025 17:27,CASE012291,chat,CL30432,reclamos,comprador,falla
EMP0276,1/5/2025 05:19,CASE009379,teléfono,CL73714,reclamos,vendedor,colgado por el agente
